wals code,name,latitude,longitude,genus,family,subfamily,iso codes
mhm,Mah Meri,2.83333333333,101.5,Aslian,Austro-Asiatic,Mon-Khmer,mhe
mhu,Mbalanhu,-17.5,15.0,Bantoid,Niger-Congo,Benue-Congo,lnb
mic,Micmac,45.0,-63.0,Algonquian,Algic,,mic
mid,Midob,15.0833333333,26.25,Nubian,Nilo-Saharan,Eastern Sudanic,mei
mie,Mien,25.0,111.0,Hmong-Mien,Hmong-Mien,,ium
mig,Migama,12.1666666667,19.8333333333,East Chadic,Afro-Asiatic,Chadic,mmy
mii,Miisiirii,13.5,22.0,Taman,Nilo-Saharan,Eastern Sudanic,tma
mij,Miju,29.0,96.0,Tani,Sino-Tibetan,Tibeto-Burman,mxj
mik,Mikir,26.3333333333,93.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,mjw
mil,Milang,28.5,95.25,Tani,Sino-Tibetan,Tibeto-Burman,adi
min,Minangkabau,-1.0,101.0,Malayic,Austronesian,,min
mir,Miriwung,-15.6666666667,129.0,Djeragan,Australian,,mep
mis,Miskito,14.0,-83.6666666667,Misumalpan,Misumalpan,,miq
mit,Mituku,-1.66666666667,25.5,Bantoid,Niger-Congo,Benue-Congo,zmq
miy,Miya,10.9166666667,9.66666666667,West Chadic,Afro-Asiatic,Chadic,mkf
miz,Mizo,23.1666666667,92.8333333333,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,lus
mja,Mixtec (Jamiltepec),16.25,-97.8333333333,Mixtecan,Oto-Manguean,,mxt
mjc,Mixtec (San Juan Colorado),16.5,-98.0,Mixtecan,Oto-Manguean,,mjc
mjk,Manjaku,12.0,-16.25,Northern Atlantic,Niger-Congo,Atlantic,mfv
mka,Mauka,8.33333333333,-7.5,Western Mande,Niger-Congo,Mande,mxx
mkb,Miwok (Bodega),38.3333333333,-123.0,Miwok,Penutian,Utian,csi
mkd,Makonde,-11.0,40.0,Bantoid,Niger-Congo,Benue-Congo,kde
mke,Mekeo,-8.33333333333,146.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,mek
mkg,Mandinka (Gambian),13.4166666667,-16.0,Western Mande,Niger-Congo,Mande,mnk
mkh,Mongol (Khamnigan),49.0,117.0,Mongolic,Altaic,,
mki,Mikasuki,32.0,-85.0,Muskogean,Muskogean,,mik
mkj,Makasae,-8.66666666667,126.5,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,,mkz
mkl,Maklew,-7.66666666667,139.416666667,Bulaka River,Bulaka River,,mgf
mkn,Mankanya,12.0833333333,-15.9166666667,Northern Atlantic,Niger-Congo,Atlantic,knf
mko,Mokilko,11.9166666667,18.0833333333,East Chadic,Afro-Asiatic,Chadic,moz
mkq,Mankon,6.0,10.1666666667,Bantoid,Niger-Congo,Benue-Congo,nge
mkr,Mikarew,-4.41666666667,144.916666667,Mikarew,Lower Sepik-Ramu,,msy
mks,Makassar,-5.41666666667,119.583333333,Sulawesi,Austronesian,,mak
mku,Maranungku,-13.6666666667,130.0,Western Daly,Australian,Daly,zmr
mkw,Máku,0.416666666667,-69.8333333333,Máku,Máku,,
mkz,Makaa,3.41666666667,12.25,Bantoid,Niger-Congo,Benue-Congo,mcp
mla,Mambila,6.75,11.5,Bantoid,Niger-Congo,Benue-Congo,mzk mcu
mlc,Malacca Creole,2.2,102.25,Creoles and Pidgins,other,,mcm
mle,Maale,6.0,36.9166666667,North Omotic,Afro-Asiatic,Omotic,mdy
mlg,Malgwa,11.5,13.75,Biu-Mandara,Afro-Asiatic,Chadic,mfi
mli,Mali,-4.83333333333,152.25,Baining,Baining-Taulil,,gcc
mlk,Malakmalak,-13.4166666667,130.416666667,Northern Daly,Australian,Daly,mpb
mll,Molala,44.5,-122.5,Molala,Penutian,,mbe
mlm,Mlabri (Minor),18.5,101.0,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer,mra
mlt,Maltese,35.9166666667,14.4166666667,Semitic,Afro-Asiatic,,mlt
mlu,Maleu,-5.71666666667,148.416666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,mgl
mly,Malay,3.0,102.0,Malayic,Austronesian,,zsm
mma,Mandaic (Modern),31.0,48.5,Semitic,Afro-Asiatic,,mid
mmb,Mangap-Mbula,-5.66666666667,148.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,mna
mme,Mari (Meadow),57.0,48.0,Mari,Uralic,Finno-Ugric,mhr
mmi,Mambai,9.66666666667,14.0,Adamawa,Niger-Congo,Adamawa-Ubangi,mcs
mmn,Mamanwa,9.41666666667,125.5,Meso-Philippine,Austronesian,,mmn
mmo,Mordvin (Moksha),54.0,44.0,Mordvin,Uralic,Finno-Ugric,mdf
mmp,Mampruli,10.3333333333,-0.666666666667,Gur,Niger-Congo,,maw
mms,Mamasa,-3.08333333333,119.666666667,Sulawesi,Austronesian,,mqj
mmu,Malay (Ulu Muar),2.66666666667,102.5,Malayic,Austronesian,,zmi
mmv,Mamvu,3.25,29.0,Mangbutu-Efe,Nilo-Saharan,Central Sudanic,mdi
mmw,Mambwe,-9.08333333333,31.1666666667,Bantoid,Niger-Congo,Benue-Congo,mgr
mmz,Mam (Southern),14.8333333333,-91.6666666667,Mayan,Mayan,,mms
mna,Muna,-5.0,122.5,Sulawesi,Austronesian,,mnb
mnc,Manchu,49.5,127.5,Tungusic,Altaic,,mnc
mnd,Mandarin,34.0,110.0,Chinese,Sino-Tibetan,,cmn
mne,Maidu (Northeast),40.0,-120.666666667,Maiduan,Penutian,,nmu
mng,Manggarai,-8.5,120.333333333,Central Malayo-Polynesian,Austronesian,,mqy
mni,Moni,-3.66666666667,137.0,Wissel Lakes-Kemandoga,Trans-New Guinea,,mnz
mnj,Mantjiltjara,-22.6666666667,125.083333333,Pama-Nyungan,Australian,,mpj
mnk,Maninka,10.5,-9.5,Western Mande,Niger-Congo,Mande,emk
mnm,Manam,-4.0,145.0,Oceanic,Austronesian,Eastern Malayo-Polynesian,mva
mno,Mono (in United States),38.0,-119.0,Numic,Uto-Aztecan,,mnr
mnr,Mandar,-3.41666666667,119.083333333,Sulawesi,Austronesian,,mdr
mns,Mansi,62.0,62.0,Ugric,Uralic,Finno-Ugric,mns
mnt,Mentawai,-1.5,99.0,Sumatra,Austronesian,,mwv
mnu,Mun,19.0,110.0,Hmong-Mien,Hmong-Mien,,mji
mnv,Minaveha,-9.6,150.466666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,mvn
mnx,Manx,54.1666666667,-4.5,Celtic,Indo-European,,glv
mny,Margany,-27.0,144.5,Pama-Nyungan,Australian,,zmc
mnz,Munzumbo,3.0,18.4166666667,Ubangi,Niger-Congo,Adamawa-Ubangi,moj
moa,Mono-Alu,-7.05,155.75,Oceanic,Austronesian,Eastern Malayo-Polynesian,mte
moc,Moca,7.58333333333,35.5,South Omotic,Afro-Asiatic,Omotic,moy
moe,Mordvin (Erzya),53.0,45.5,Mordvin,Uralic,Finno-Ugric,myv
mof,Mofu-Gudur,10.5,14.0,Biu-Mandara,Afro-Asiatic,Chadic,mif
mog,Moghol,35.0,62.0,Mongolic,Altaic,,mhj
moh,Mohawk,43.5,-74.25,Northern Iroquoian,Iroquoian,,moh
moj,Mojave,34.6666666667,-114.583333333,Yuman,Hokan,,mov
mok,Mokilese,6.66666666667,159.75,Oceanic,Austronesian,Eastern Malayo-Polynesian,mkj
mol,Moldavian,47.0,29.0,Romance,Indo-European,,ron
mom,Mombum,-8.25,138.75,Mombum,Mombum,,mso
mon,Mon,14.8333333333,100.5,Monic,Austro-Asiatic,Mon-Khmer,mnw
moo,Mooré,12.8333333333,-1.25,Gur,Niger-Congo,,mos
mop,Mopan,16.5833333333,-88.6666666667,Mayan,Mayan,,mop
mor,Mor,-2.95,135.75,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian,mhz
mos,Mosetén,-14.75,-67.8333333333,Mosetenan,Mosetenan,,cas
mot,Motuna,-6.61666666667,155.416666667,East Bougainville,East Bougainville,,siw
mou,Moru,4.75,29.75,Moru-Ma'di,Nilo-Saharan,Central Sudanic,mgd
mov,Movima,-13.8333333333,-65.6666666667,Movima,Movima,,mzp
mpa,Murrinh-Patha,-14.6666666667,129.666666667,Murrinh-Patha,Australian,Daly,mwf
mpo,Mpongwe,-1.25,9.5,Bantoid,Niger-Congo,Benue-Congo,mye
mpr,Maipure,5.5,-67.5,Arawakan,Arawakan,,
mpt,Mian,-4.75,141.5,Ok,Trans-New Guinea,,mpt
mpu,Mpur,-0.75,133.25,Kebar,West Papuan,,akc
mpy,Mapoyo,6.0,-67.0,Cariban,Cariban,,mcg
mqc,Martinique Creole,14.6666666667,-61.0,Creoles and Pidgins,other,,gcf
mqf,Momuna,-4.83333333333,139.25,Momuna,Trans-New Guinea,,mqf
mra,Mara,-15.0,135.166666667,Maran,Australian,,mec
mrc,Marchha,30.25,79.5833333333,Bodic,Sino-Tibetan,Tibeto-Burman,rnp
mrd,Marind,-7.83333333333,140.166666667,Marind Proper,Marind,,mrz
mrg,Margi,11.0,13.0,Biu-Mandara,Afro-Asiatic,Chadic,mrt
mrh,Marrithiyel,-13.8333333333,130.0,Western Daly,Australian,Daly,mfr
mri,Moraori,-8.58333333333,140.666666667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,,mok
mrj,Mirniny,-31.0,129.0,Pama-Nyungan,Australian,,nju
mrk,Murik,-3.83333333333,144.25,Lower Sepik,Lower Sepik-Ramu,,mtf
mrl,Murle,6.5,33.5,Surmic,Nilo-Saharan,Eastern Sudanic,mur
mrn,Maranao,7.83333333333,124.25,Southern Philippines,Austronesian,,mrw
mro,Moro,11.0,30.1666666667,Heiban,Niger-Congo,Kordofanian,mor
mrq,Marquesan,-8.91666666667,-140.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,mqm mrq
mrr,Maringarr,-14.25,130.0,Western Daly,Australian,Daly,zmt
mrs,Mairasi,-3.5,134.0,Mairasi-Tanahmerah,Trans-New Guinea,,zrs
mrt,Martuthunira,-20.8333333333,116.5,Pama-Nyungan,Australian,,vma
mru,Maru,23.5,98.5,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman,mhx
mrw,Muruwari,-28.75,147.0,Pama-Nyungan,Australian,,zmu
msc,Muisca,5.0,-74.0,Chibchan Proper,Chibchan,,chb
mse,Munsee,41.5,-74.6666666667,Algonquian,Algic,,umu
msg,Mising,28.5,94.8333333333,Tani,Sino-Tibetan,Tibeto-Burman,mrg
msh,Marshallese,7.11666666667,171.05,Oceanic,Austronesian,Eastern Malayo-Polynesian,mah
msk,Masakin,10.6666666667,30.0,Talodi Proper,Niger-Congo,Kordofanian,jle
msl,Masalit,13.3333333333,22.0,Maban,Nilo-Saharan,,mls
msm,Musom,-6.58333333333,147.0,Oceanic,Austronesian,Eastern Malayo-Polynesian,msu
msn,Maisin,-9.5,149.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,mbq
msq,Musqueam,49.1666666667,-123.0,Central Salish,Salishan,,hur
mss,Miwok (Southern Sierra),37.5,-120.0,Miwok,Penutian,Utian,skd
msy,Magar (Syangja),28.0833333333,83.8333333333,Bodic,Sino-Tibetan,Tibeto-Burman,mrd
mta,Mentuh Tapuh,1.25,111.0,Land Dayak,Austronesian,,sdo
mtb,Matuumbi,-8.5,39.0,Bantoid,Niger-Congo,Benue-Congo,mgw
mtg,Montagnais,52.0,-65.0,Algonquian,Algic,,moe
mth,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667,Mixe-Zoque,Mixe-Zoque,,mxp
mti,Motilón (Chibchan),9.0,-73.0,Motilon,Chibchan,,mot
mtk,Matukar,-4.91666666667,145.75,Oceanic,Austronesian,Eastern Malayo-Polynesian,mjk
mtl,Mattole,40.1666666667,-124.166666667,Athapaskan,Na-Dene,,mvb
mto,Malto,25.0,87.3333333333,Northern Dravidian,Dravidian,,kmj
mtp,Mixe (Totontepec),17.25,-96.0,Mixe-Zoque,Mixe-Zoque,,mto
mts,Matis,-4.41666666667,-70.25,Panoan,Panoan,,mpq
mtt,Massachusett,42.5,-71.0,Algonquian,Algic,,wam
mtu,Motu,-9.33333333333,147.0,Oceanic,Austronesian,Eastern Malayo-Polynesian,meu
mua,Makua,-15.0,38.6666666667,Bantoid,Niger-Congo,Benue-Congo,vmw
mud,Mundani,5.66666666667,9.91666666667,Bantoid,Niger-Congo,Benue-Congo,mnf
mug,Mugil,-4.88333333333,145.75,Madang,Trans-New Guinea,,mlp
muh,Muher,8.16666666667,38.1666666667,Semitic,Afro-Asiatic,,sgw
mui,Muinane,-1.0,-72.5,Boran,Huitotoan,,bmr
mul,Mulao,25.0,108.0,Kam-Tai,Tai-Kadai,,mlm
mum,Mumuye,9.0,11.6666666667,Adamawa,Niger-Congo,Adamawa-Ubangi,mzm
mun,Mundari,23.0,84.6666666667,Munda,Austro-Asiatic,,unr
muo,Muong,20.5,105.083333333,Viet-Muong,Austro-Asiatic,Mon-Khmer,mtq
mup,Mupun,9.5,8.83333333333,West Chadic,Afro-Asiatic,Chadic,sur
mur,Mursi,5.58333333333,36.0833333333,Surmic,Nilo-Saharan,Eastern Sudanic,muz
mus,Mussau,-1.45,149.616666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,emi
mut,Mutsun,36.8333333333,-121.5,Costanoan,Penutian,Utian,css
muu,Mundurukú,-7.0,-58.0,Munduruku,Tupian,,myu
muy,Muyuw,-9.08333333333,152.75,Oceanic,Austronesian,Eastern Malayo-Polynesian,myw
mwa,Martu Wangka,-21.5,126.0,Pama-Nyungan,Australian,,mpj
mwb,Manobo (Western Bukidnon),7.66666666667,124.75,Southern Philippines,Austronesian,,mbb
mwc,Mawchi,21.3333333333,73.6666666667,Indic,Indo-European,,mke
mwe,Mwera,-9.0,39.0,Bantoid,Niger-Congo,Benue-Congo,mwe
mwl,Miwok (Lake),38.9166666667,-122.666666667,Miwok,Penutian,Utian,lmw
mwn,Miwok (Northern Sierra),38.3333333333,-120.666666667,Miwok,Penutian,Utian,nsq
mwo,Mwotlap,-13.5833333333,167.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,mlv
mwp,Miwok (Plains),38.0,-121.0,Miwok,Penutian,Utian,pmw
mxa,Mixtec (Atatlahuca),17.0,-97.75,Mixtecan,Oto-Manguean,,mib
mxc,Mixtec (Chalcatongo),17.05,-97.5833333333,Mixtecan,Oto-Manguean,,mig
mxe,Ifira-Mele,-17.75,168.25,Oceanic,Austronesian,Eastern Malayo-Polynesian,mxe
mxg,Mixtec (San Miguel el Grande),17.05,-97.5666666667,Mixtecan,Oto-Manguean,,mig
mxj,Mixtec (Jicaltepec),16.3333333333,-98.0,Mixtecan,Oto-Manguean,,mio
mxl,Mixtec (Alacatlatzala),17.25,-98.5833333333,Mixtecan,Oto-Manguean,,mim
mxm,Mixtec (Molinos),17.0,-97.5833333333,Mixtecan,Oto-Manguean,,mig
mxo,Mixtec (Ocotepec),17.1666666667,-97.75,Mixtecan,Oto-Manguean,,mie
mxp,Mixtec (Peñoles),17.0833333333,-96.9166666667,Mixtecan,Oto-Manguean,,mil
mxs,Mixtec (Silacayoapan),17.5,-98.1666666667,Mixtecan,Oto-Manguean,,mks
mxt,Mixtec (Ayutla),16.9166666667,-99.1666666667,Mixtecan,Oto-Manguean,,miy
mxu,Mixtec (Chayuco),16.4166666667,-97.8333333333,Mixtecan,Oto-Manguean,,mih
mxx,Mixe (Ayutla),17.0833333333,-96.0833333333,Mixe-Zoque,Mixe-Zoque,,
mxy,Mixtec (Yosondúa),16.9166666667,-97.5833333333,Mixtecan,Oto-Manguean,,mpm
mxz,Mixtec (Coatzospan),18.0833333333,-96.5833333333,Mixtecan,Oto-Manguean,,miz
mya,Ma'ya,-1.25,130.916666667,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian,slz
myg,Mayogo,3.0,29.0,Ubangi,Niger-Congo,Adamawa-Ubangi,mdm
myi,Mangarrayi,-14.6666666667,133.5,Mangarrayi,Australian,,mpc
myk,Malay (Kuala Lumpur),3.16666666667,101.7,Malayic,Austronesian,,zlm
mym,Malayalam,10.0,76.5,Southern Dravidian,Dravidian,,mal
myn,Ma'anyan,-2.0,115.0,Barito,Austronesian,,mhy
myo,Mayo,26.0,-108.0,Cahita,Uto-Aztecan,,mfy
myr,Matsés,-5.41666666667,-73.25,Panoan,Panoan,,mcf
myy,Mayi-Yapi,-20.0,141.0,Pama-Nyungan,Australian,,
mzc,Mazatec (Chiquihuitlán),17.75,-96.9166666667,Popolocan,Oto-Manguean,,maq
mzh,Mazatec (Huautla),18.25,-96.8333333333,Popolocan,Oto-Manguean,,mau
mzn,Mazanderani,36.5,52.0,Iranian,Indo-European,,mzn
naa,Neo-Aramaic (Amadiya),37.0,43.0,Semitic,Afro-Asiatic,,cld
nab,Nabak,-6.41666666667,147.0,Finisterre-Huon,Trans-New Guinea,,naf
nad,Nadëb,-1.0,-66.5,Nadahup,Nadahup,,mbj
naf,Nafaanra,8.0,-2.58333333333,Gur,Niger-Congo,,nfr
nag,Nagatman,-3.75,141.5,Yale,Yale,,nce
nah,Nahali,19.75,77.8333333333,Nahali,Nahali,,nll
nai,Nanai,49.5,137.0,Tungusic,Altaic,,gld
naj,Neo-Aramaic (Arbel Jewish),31.75,35.0,Semitic,Afro-Asiatic,,aij
nak,Nakanai,-5.58333333333,150.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,nak
nal,Nalik,-2.95,151.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,nal
nam,Namia,-3.83333333333,141.75,Yellow River,Sepik,,nnm
nan,Nandi,0.25,35.0,Nilotic,Nilo-Saharan,Eastern Sudanic,kln
nap,Neo-Aramaic (Persian Azerbaijan),38.0,47.0,Semitic,Afro-Asiatic,,trg
nar,Nara (in Ethiopia),15.0833333333,37.5833333333,Nara,Nilo-Saharan,Eastern Sudanic,nrb
nas,Nasioi,-6.33333333333,155.583333333,East Bougainville,East Bougainville,,nas
nat,Natchez,31.75,-91.3333333333,Natchez,Natchez,,ncz
nau,Nauruan,-0.5,166.916666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,nau
nav,Navajo,36.1666666667,-108.0,Athapaskan,Na-Dene,,nav
nax,Naxi,27.5,100.0,Naxi,Sino-Tibetan,Tibeto-Burman,nbf
nbb,Nambas (Big),-16.0833333333,167.2,Oceanic,Austronesian,Eastern Malayo-Polynesian,nmb
nbd,Nubian (Dongolese),18.25,30.75,Nubian,Nilo-Saharan,Eastern Sudanic,kzh
nbe,Ngombe,3.0,23.0,Bantoid,Niger-Congo,Benue-Congo,ngc
nbh,Nubian (Hill),12.0,31.0,Nubian,Nilo-Saharan,Eastern Sudanic,ghl
nbk,Natügu,-10.7833333333,165.866666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,stc
nbo,Nyambo,-1.0,31.3333333333,Bantoid,Niger-Congo,Benue-Congo,now
nbr,Ngäbere,8.66666666667,-82.0,Guaymi,Chibchan,,gym
nca,Nicobarese (Car),9.0,93.0,Nicobarese,Austro-Asiatic,Mon-Khmer,caq
ncm,Ncàm,9.33333333333,0.666666666667,Gur,Niger-Congo,,bud
ndb,Ndebele (in South Africa),-25.3333333333,29.0,Bantoid,Niger-Congo,Benue-Congo,nbl
nde,Nande,-0.0833333333333,29.1666666667,Bantoid,Niger-Congo,Benue-Congo,nnb
ndg,Ndogo,7.75,27.0,Ubangi,Niger-Congo,Adamawa-Ubangi,ndz
ndi,Ngbandi,3.75,22.0,Ubangi,Niger-Congo,Adamawa-Ubangi,ngb nbw
ndj,Ndjébbana,-12.1666666667,134.116666667,Ndjébbana,Australian,,djj
ndo,Ndonga,-18.0,17.0,Bantoid,Niger-Congo,Benue-Congo,ndo
ndr,Nadroga,-18.0833333333,177.416666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,fij
ndt,Ndut,14.9166666667,-16.9166666667,Northern Atlantic,Niger-Congo,Atlantic,ndv
ndu,Ndumu,-1.66666666667,13.5833333333,Bantoid,Niger-Congo,Benue-Congo,nmd
ndy,Ndyuka,4.5,-54.5,Creoles and Pidgins,other,,djk
ned,Nederlandse Gebarentaal,52.25,5.5,Sign Languages,other,,dse
neg,Negidal,53.0,139.0,Tungusic,Altaic,,neg
neh,Nehan,-4.5,154.2,Oceanic,Austronesian,Eastern Malayo-Polynesian,nsn
nel,Nelemwa,-20.25,164.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,nee
nen,Nenets,69.0,72.0,Samoyedic,Uralic,,yrk
nep,Nepali,28.0,85.0,Indic,Indo-European,,nep
nev,Nevome,31.0,-112.5,Tepiman,Uto-Aztecan,,ood
new,Newari (Kathmandu),27.6666666667,85.5,Bodic,Sino-Tibetan,Tibeto-Burman,new
ney,Neyo,5.0,-6.0,Kru,Niger-Congo,,ney
nez,Nez Perce,46.0,-116.0,Sahaptian,Penutian,,nez
nga,Nganasan,71.0,93.0,Samoyedic,Uralic,,nio
ngb,Ngbaka,3.5,20.0,Ubangi,Niger-Congo,Adamawa-Ubangi,nga
ngd,Ngad'a,-8.83333333333,121.0,Central Malayo-Polynesian,Austronesian,,nxg
nge,Ngemba,6.2,10.0,Bantoid,Niger-Congo,Benue-Congo,nge
ngg,Ngan'gityemerri,-14.25,130.416666667,Southern Daly,Australian,Daly,nam
ngi,Ngiyambaa,-31.75,145.5,Pama-Nyungan,Australian,,wyb
ngj,Ngadjumaja,-32.3333333333,123.833333333,Pama-Nyungan,Australian,,nju
ngk,Ngankikurungkurr,-14.0,130.5,Southern Daly,Australian,Daly,nam
ngl,Ngalakan,-14.25,134.0,Ngalakan,Australian,Gunwinyguan,nig
ngm,Ngambay,8.66666666667,16.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,sba
ngn,Ngandi,-13.8333333333,135.0,Ngandi,Australian,Gunwinyguan,nid
ngo,Ngoni,-11.0,36.0,Bantoid,Niger-Congo,Benue-Congo,ngo
ngr,Ngarinyeri,-36.0,140.0,Pama-Nyungan,Australian,,nay
ngt,Naga (Tangkhul),25.0,94.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,nmf
ngu,Nguna,-16.9166666667,168.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,llp
ngw,Ngawun,-19.0,141.5,Pama-Nyungan,Australian,,nxn
ngy,Ngarinyman,-16.5,130.5,Pama-Nyungan,Australian,,nbj
ngz,Ngizim,12.0833333333,10.9166666667,West Chadic,Afro-Asiatic,Chadic,ngi
nha,Nhanda,-27.0,114.166666667,Pama-Nyungan,Australian,,
nhc,Nahuatl (Central),19.0,-98.25,Aztecan,Uto-Aztecan,,nhn
nhh,Nahuatl (Huasteca),22.0,-99.0,Aztecan,Uto-Aztecan,,nhw nhe
nhm,Nahuatl (Michoacán),18.5,-103.0,Aztecan,Uto-Aztecan,,ncl
nhn,Nahuatl (North Puebla),20.0,-98.25,Aztecan,Uto-Aztecan,,ncj
nhp,Nahuatl (Pochutla),15.75,-96.5,Aztecan,Uto-Aztecan,,
nht,Nahuatl (Tetelcingo),19.6666666667,-99.0,Aztecan,Uto-Aztecan,,nhg
nhu,Nahuatl (Huauchinango),20.1666666667,-98.0833333333,Aztecan,Uto-Aztecan,,
nhx,Nahuatl (Xalitla),18.0,-99.5,Aztecan,Uto-Aztecan,,ngu
nia,Nias,1.0,97.75,Sumatra,Austronesian,,nia
nic,Nicobarese,7.0,93.8333333333,Nicobarese,Austro-Asiatic,Mon-Khmer,ncb
nif,Niuafo'ou,-15.5666666667,-175.616666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,num
nih,Nihon Shuwa (Japanese Sign Language),36.0,139.0,Sign Languages,other,,jsl
nim,Nimboran,-2.5,140.166666667,Nimboran,Nimboran,,nir
nin,Ningil,-3.5,142.25,Wapei-Palei,Torricelli,,niz
nis,Nishi,27.5,93.5,Tani,Sino-Tibetan,Tibeto-Burman,dap
nit,Nitinaht,48.6666666667,-124.75,Southern Wakashan,Wakashan,,noo
niu,Niuean,-19.05,-170.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,niu
niv,Nivkh,53.3333333333,142.0,Nivkh,Nivkh,,niv
nju,Nyungar,-33.75,122.0,Pama-Nyungan,Australian,,nys
nkb,Ngalkbun,-13.5,134.833333333,Gunwinygic,Australian,Gunwinyguan,ngk
nke,Nkem,6.58333333333,8.58333333333,Bantoid,Niger-Congo,Benue-Congo,isi
nkk,Nakkara,-12.1166666667,134.416666667,Nakkara,Australian,,nck
nkn,Nkonya,7.16666666667,0.25,Kwa,Niger-Congo,,nko
nko,Nkore-Kiga,-0.916666666667,29.8333333333,Bantoid,Niger-Congo,Benue-Congo,cgg
nkr,Nukuoro,3.83333333333,154.916666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,nkr
nkt,Nyah Kur (Tha Pong),15.6666666667,101.666666667,Monic,Austro-Asiatic,Mon-Khmer,cbn
nku,Nubian (Kunuz),23.0,33.0,Nubian,Nilo-Saharan,Eastern Sudanic,kzh
nlr,Ngarla,-20.0,119.0,Pama-Nyungan,Australian,,nlr
nlu,Ngarluma,-20.8333333333,117.5,Pama-Nyungan,Australian,,nrl
nly,Nyamal,-21.0,119.0,Pama-Nyungan,Australian,,nly
nma,Naga (Mao),25.5,94.3333333333,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,nbi
nmb,Nambikuára,-13.0,-59.0,Nambikuaran,Nambikuaran,,nab
nmd,Nomad,-6.16666666667,142.25,East Strickland,East Strickland,,smq
nmi,Nahuatl (Mecayapan Isthmus),18.25,-94.8333333333,Aztecan,Uto-Aztecan,,nhx
nmm,Manange,28.5833333333,84.0,Bodic,Sino-Tibetan,Tibeto-Burman,nmm
nmp,Nahuatl (Milpa Alta),19.25,-99.1666666667,Aztecan,Uto-Aztecan,,
nnc,Nancowry,8.05,93.5,Nicobarese,Austro-Asiatic,Mon-Khmer,ncb
nnd,Nend,-5.0,144.916666667,Madang,Trans-New Guinea,,anh
nne,Nengone,-21.5,168.0,Oceanic,Austronesian,Eastern Malayo-Polynesian,nen
nng,Nyanga,-1.25,28.1666666667,Bantoid,Niger-Congo,Benue-Congo,nyj
nnk,Nankina,-5.78333333333,146.45,Finisterre-Huon,Trans-New Guinea,,nnk
nnm,Nanumea,-5.66666666667,176.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,tvl
nnn,Nuni (Northern),12.1666666667,-3.0,Gur,Niger-Congo,,nuv
nnt,Nanticoke,38.0,-76.25,Algonquian,Algic,,nnt
nob,Nobiin,21.0,31.0,Nubian,Nilo-Saharan,Eastern Sudanic,fia
noc,Nocte,27.0,95.5,Northern Naga,Sino-Tibetan,Tibeto-Burman,njb
nog,Noghay,44.0,46.0,Turkic,Altaic,,nog
nok,Noghay (Karagash),47.5,47.25,Turkic,Altaic,,nog
nom,Nomatsiguenga,-11.6666666667,-74.5,Arawakan,Arawakan,,not
non,Noni,6.41666666667,10.5833333333,Bantoid,Niger-Congo,Benue-Congo,nhu
noo,Noon,14.8333333333,-16.8333333333,Northern Atlantic,Niger-Congo,Atlantic,snf
nor,Norwegian,61.0,8.0,Germanic,Indo-European,,nob
npa,Nahuatl (Pajapan),18.25,-94.75,Aztecan,Uto-Aztecan,,nhp
nph,Nar-Phu,28.6666666667,84.25,Bodic,Sino-Tibetan,Tibeto-Burman,npa
npi,Nigerian Pidgin,6.5,3.33333333333,Creoles and Pidgins,other,,pcm
npn,Naga Pidgin,25.6666666667,94.0,Creoles and Pidgins,other,,nag
npu,Napu,-1.33333333333,120.416666667,Sulawesi,Austronesian,,npy
nrg,Nanerge,11.75,-5.0,Gur,Niger-Congo,,sen
nrm,Narom,4.41666666667,114.0,Northwest Malayo-Polynesian,Austronesian,,nrm
